n_tokens_title,n_tokens_content,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_imgs,num_videos,data_channel_is_lifestyle,data_channel_is_socmed,data_channel_is_tech,kw_min_min,kw_avg_min,kw_max_max,kw_avg_avg,self_reference_avg_sharess,weekday_is_monday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_04,global_subjectivity,global_rate_negative_words,rate_positive_words,min_positive_polarity,max_positive_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,popularity
0.238095238,0.06514043,0.000959693,0.000952608,0.009868421,0.0078125,0.010989011,0,0,1,0.013227513,0.006243454,1,0.086639279,0.00474327,0,0,0,0,0,0.022171827,0.021613152,0.991494567,0.348817254,0.078368225,0.80952381,0.033333333,0.5,0.8,0.9,0,0.5,1,1
0.428571429,0.017819212,0.000959693,0.001183432,0.023026316,0.0078125,0,0,0,0,0.013227513,0.003661861,1,0.103741321,0.002964544,0,0,0,0,0,0.934820527,0.036018705,0.035951186,0.312121212,0,1,0.05,0.4,1,1,0,0.5,1,0
0.333333333,0.015695067,0.000959693,0.001376518,0.003289474,0,0.010989011,0,0,0,0.013227513,0.002675766,1,0.108975124,0.001897308,0,0,0,0,0,0.043150743,0.043230726,0.043147974,0.484803391,0.121971596,0.727272727,0.1,0.5,0.5,0.875,0,0.5,1,0
0.571428571,0.044607033,0.000959693,0.001153846,0.026315789,0.0078125,0,0,0,0,0.013227513,0.002801849,1,0.052979753,0.003616744,0,0,0,0,0,0.902941451,0.043205466,0.046337121,0.457843137,0.057221245,0.733333333,0.1,0.8,0.6,0.875,0.55,0.675,0.1,1
0.333333333,0.066556526,0.000959693,0.001162791,0.046052632,0.0078125,0,0,0,0,0.013227513,0.004889227,1,0.066109453,0,0,0,0,0,0,0.765913304,0.036052938,0.204752204,0.43187004,0.067113215,0.740740741,0.05,0.6,0.5,0.928571429,0.5,0.65,0,0
0.380952381,0.096058532,0.000959693,0.001050577,0.0625,0.0078125,0,0,0,0,0.013227513,0.00137424,1,0.052079098,0.001579904,0,0,0,0,0,0.03082164,0.030856504,0.03081681,0.407863443,0.112931113,0.527777778,0.0625,1,0.3,0.95,0,0.5,1,0
0.333333333,0.023483597,0.000959693,0.001025641,0.016447368,0.0078125,0,0,0,1,0.013227513,0.004678504,1,0.057773294,0.001343927,0,0,0,0,0,0.024037666,0.143979545,0.862740829,0.373214286,0.027172904,0.888888889,0.1,0.5,0.875,0.875,0,0.5,1,0
0.523809524,0.034576351,0.000959693,0.001189624,0.023026316,0,0,0,0,1,0.013227513,0.007558322,1,0.040628471,0.003676035,0,0,0,0,0,0.021615374,0.021616691,0.689594826,0.489912281,0.092276575,0.615384615,0.3,0.8,0.5,0.875,0,0.5,1,0
0.285714286,0.130398867,0.000959693,0.00086057,0.108552632,0.1484375,0,0,0,1,0.013227513,0.003975124,1,0.071986222,0.00604767,0,0,0,0,0,0.027504561,0.027028149,0.832720162,0.50053351,0.068510138,0.831325301,0.1,1,0,0.928571429,0.1,0.65,0.8,1
0.333333333,0.035992447,0.000959693,0.001275195,0.042763158,0.0078125,0,0,0,1,0.013227513,0.005697093,1,0.035616157,0,0,0,0,0,0,0.211253135,0.024002575,0.383049688,0.53139263,0.141833636,0.6,0.136363636,1,0.5,0.916666667,0.7,0.3125,0.4,0
0.238095238,0.09735662,0.000959693,0.000853576,0.016447368,0.0703125,0,0,0,1,0.013227513,0.004576354,1,0.049965603,0.009012214,0,0,0,0,0,0.043150341,0.043200273,0.905960074,0.493465478,0.065544332,0.87012987,0.05,0.666666667,0.3,0.95,0.5,0.75,0,0
0.333333333,0.029502006,0.000959693,0.001330561,0.026315789,0,0.010989011,0,0,0,0.013227513,0.001362983,1,0.057087079,0,0,0,0,0,0,0.021577316,0.021632554,0.021579275,0.538902918,0.173037037,0.555555556,0.136363636,1,0.4,0.833333333,0.2,0.6,0.6,0
0.428571429,0.022421525,0.000959693,0.001189904,0.026315789,0.0703125,0.010989011,0,0,0,0.013227513,0.001225809,1,0.066031274,0.000864066,0,0,0,0,0,0.023976558,0.024031876,0.134071546,0.427380952,0.199220271,0.363636364,0.25,1,0.5,0.928571429,0.577777778,0.555555556,0.155555556,0
0.285714286,0.124380458,0.000959693,0.000998601,0.039473684,0.0078125,0,0,0,0,0.013227513,0.006999953,1,0.057965669,0,0,0,0,0,0,0.934919371,0.035999876,0.035951167,0.509567335,0.102607351,0.74025974,0.033333333,0.8,0,0.95,0,0.5,1,1
0.19047619,0.053103611,0.000959693,0.001050355,0.016447368,0.0078125,0,0,0,0,0.013227513,0.045460004,1,0.085743802,0.008448951,0,0,0,0,0,0.762116073,0.036035979,0.035960768,0.517659246,0.108148148,0.7,0.033333333,0.6,0.5,0.95,0,0.5,1,1
0.19047619,0.101368893,0.000959693,0.000904239,0.029605263,0.078125,0,0,0,1,0.013227513,0.002731803,1,0.063798757,0.003320289,0,0,0,0,0,0.027252628,0.152790777,0.701219461,0.478961039,0.081835039,0.704545455,0.1,0.7,0.5,0.928571429,0,0.5,1,1
0.380952381,0.074817088,0.000959693,0.000471301,0.029605263,0.1875,0.010989011,0,0,0,0.013227513,0.004795832,1,0.061864968,0.001137199,0,0,0,0,0,0.258912591,0.691018431,0.043141234,0.264634146,0.034116134,0.904761905,0.1,0.85,0.875,0.9,0.5,0.625,0,0
0.428571429,0.030092046,0.000959693,0.001160925,0.013157895,0.0078125,0,0,0,0,0.013227513,0.003910915,1,0.057735693,0.003285308,0,0,0,0,0,0.026969139,0.026999522,0.026963994,0.442335601,0.148438632,0.416666667,0.1,0.5,0.2,0.875,0.3,0.5,0.4,0
0.476190476,0.079183384,0.000959693,0.001042308,0.049342105,0.0078125,0,0,0,0,0.013227513,0.00771676,1,0.043615053,0,0,0,0,0,0,0.669892355,0.031288036,0.315886489,0.420220426,0.072528566,0.709677419,0.136363636,1,0.5,0.9,0,0.5,1,0
0.238095238,0.010856738,0.000959693,0.001220159,0.013157895,0,0,0,0,0,0.013227513,0.009885274,1,0.084788608,0,0,0,0,0,0,0.027175547,0.482608131,0.026963527,0.441666667,0.23510467,0.6,0.2,0.5,0.7,0.844444444,0.5,0.625,0,0
0.333333333,0.025961765,0.000959693,0.00086459,0.003289474,0.0078125,0,0,0,0,0.013227513,0.004288386,1,0.076852498,0,0,0,0,0,0,0.790924366,0.072008056,0.071902407,0.401044277,0.196632995,0.428571429,0.136363636,1,0.8,0.928571429,0.5,0.75,0,0
0.238095238,0.060420109,0.000959693,0.000935235,0.125,0.1171875,0,0,0,0,0.013227513,0.005681528,1,0.111691573,0.005573343,0,0,0,0,0,0.388288939,0.036024466,0.036620973,0.573300074,0.095052083,0.7,0.1,0.8,0.5,0.9,1,0.25,1,0
0.428571429,0.112815671,0.000959693,0.001037363,0.032894737,0.0078125,0,0,0,0,0.013227513,0.005799828,1,0.046397524,0,0,0,0,0,0,0.647862976,0.030865207,0.33811003,0.461179915,0.118781961,0.631578947,0.033333333,1,0.4,0.9,0,0.5,1,0
0.571428571,0.086145858,0.000959693,0.0010635,0.023026316,0.0078125,0.120879121,0,0,0,0.013227513,0.002521664,1,0.099165639,0.003735326,0,0,0,0,0,0.027701481,0.328650802,0.027286747,0.407053571,0.059259259,0.666666667,0.1,0.55,0.5,0.9,0.2,0.55,0.6,1
0.428571429,0.035874439,0.000959693,0.00101473,0.029605263,0.0078125,0,0,0,1,0.013227513,0.027901748,1,0.081559529,0.01209534,0,0,0,0,0,0.030930314,0.03085875,0.955104705,0.431670602,0.053362573,0.88,0.136363636,0.5,0.833333333,0.875,0.454545455,0.568181818,0.09090909,1
0.333333333,0.017819212,0.000959693,0.001257237,0.019736842,0.0078125,0,0,0,1,0.013227513,0.001482645,1,0.057277308,0.010613068,0,0,0,0,0,0.043362975,0.043202562,0.905646108,0.41024531,0.107431937,0.75,0.05,1,0.844444444,0.9,0,0.5,1,1
0.380952381,0.041774841,0.000959693,0.001011591,0.023026316,0.0078125,0,0,0,1,0.013227513,0.002264828,1,0.049962298,0.001304399,0,0,0,0,0,0.027065746,0.160923903,0.836785894,0.334729953,0.061100648,0.764705882,0.1,1,0.5,0.928571429,0.1,0.5,0.8,1
0.333333333,0.039060656,0.000959693,0.001125356,0.016447368,0.0078125,0,0,0,0,0.013227513,0.001909927,1,0.079525206,0.010435195,0,0,0,0,0,0.043338589,0.457115215,0.490908614,0.529090163,0.049009734,0.869565217,0.05,0.8,0.3,0.9,0.333333333,0.625,0.333333334,0
0.238095238,0.023601605,0.000959693,0.001002747,0.016447368,0.0078125,0,0,0,1,0.013227513,0.00361572,1,0.061709569,0.001422981,0,0,0,0,0,0.030929966,0.030858291,0.955106124,0.577777778,0.027037037,0.909090909,0.136363636,0.6,0.833333333,0.833333333,0,0.5,1,0
0.428571429,0.026197781,0.000959693,0.00118019,0.006578947,0.0078125,0,0,0,1,0.013227513,0.004159412,1,0.072296147,0.001185818,0,0,0,0,0,0.199537663,0.030877682,0.786445254,0.433057851,0,1,0.0625,1,1,1,0,0.5,1,0
0.285714286,0.019353316,0.000959693,0.0012,0.013157895,0.0078125,0.010989011,0,0,1,0.013227513,0.003609049,1,0.067584895,0.031833867,0,0,0,0,0,0.030929625,0.030858226,0.955103111,0.619358766,0.098915989,0.666666667,0.1,0.5,0.6875,0.9,0.5,0.568181818,0,0
0.380952381,0.02749587,0.000959693,0.001151365,0.0625,0.078125,0,0,0,0,0.013227513,0.009746433,1,0.079837562,0.050397249,0,0,0,0,0,0.030824636,0.197504578,0.030876473,0.497011785,0.092831029,0.75,0.136363636,1,0,0.8,0.166666667,0.583333333,0.666666666,1
0.523809524,0.087089922,0.000959693,0.000915921,0.026315789,0.0078125,0,0,0,0,0.013227513,0.006404227,1,0.057654014,0.001810032,0,0,0,0,0,0.19157504,0.030857077,0.794510088,0.43805366,0.051289773,0.810810811,0.05,1,0.708333333,0.933333333,0.477272727,0.534090909,0.045454546,0
0.380952381,0.113287704,0.000959693,0.000791209,0.039473684,0.1796875,0,0,0,0,0.013227513,0.003124062,1,0.048884971,0.00806356,0,0,0,0,0,0.026989852,0.027588929,0.027046032,0.359550101,0.061959875,0.744186047,0.033333333,1,0.5,0.95,0,0.55,1,0
0.476190476,0.036818504,0.000959693,0.001194922,0.032894737,0.0078125,0,0,0,0,0.013227513,0.005494738,1,0.069925383,0.001897308,0,0,0,0,0,0.030944012,0.192972712,0.030905502,0.44375,0.103988603,0.625,0.1,0.6,0.4,0.75,0.2,0.55,0.6,1
0.380952381,0.04661317,0.000959693,0.001117686,0.039473684,0,0.010989011,0,0,0,0.013227513,0.007361859,1,0.082081656,0.002712953,0,0,0,0,0,0.23866197,0.626552732,0.021577534,0.372222222,0.068448196,0.583333333,0.2,0.416666667,0.7,0.85,0,0.5,1,0
0.571428571,0.04661317,0.000959693,0.001048265,0.019736842,0,0,0,0,1,0.013227513,0.003214344,1,0.046156391,0.003201708,0,0,0,0,0,0.211896092,0.027001301,0.348941566,0.508739496,0.082137832,0.5,0.2,0.5,0.2,0.9,0.3,0.5,0.4,1
0.523809524,0.118834081,0.000959693,0.000874916,0.023026316,0.09375,0.010989011,0,0,1,0.013227513,0.005803831,1,0.04189396,0.001766572,0,0,0,0,0,0.021739014,0.021610378,0.567445038,0.496178897,0.069807645,0.783333333,0.033333333,1,0.6,0.95,0.727272727,0.659090909,0.454545454,0
0.476190476,0.017465188,0.000959693,0.00120761,0.003289474,0,0.010989011,0,0,0,0.013227513,0.005078352,1,0.075722032,0.001185818,0,0,0,0,0,0.499396015,0.216292967,0.291219049,0.281060606,0,1,0.1,0.5,1,1,0,0.5,1,0
0.333333333,0.087089922,0.000959693,0.000897756,0.006578947,0.0625,0,0,0,1,0.013227513,0.004639729,1,0.066276553,0.001838017,0,0,0,0,0,0.030939757,0.185110938,0.801044105,0.470376623,0.087925326,0.785714286,0.136363636,1,0.4,0.9,0.454545455,0.568181818,0.09090909,1
0.285714286,0.050271418,0.000959693,0.001114277,0.013157895,0.0078125,0,0,0,1,0.013227513,0.003865885,1,0.067541856,0.001586624,0,0,0,0,0,0.030952538,0.185165666,0.80097205,0.479390847,0.050773776,0.833333333,0.136363636,1,0.8,0.833333333,0,0.5,1,0
0.476190476,0.19294312,0.000959693,0.000805029,0.029605263,0.109375,0,0,0,1,0.013227513,0.008667572,1,0.047413718,0.003620696,0,0,0,0,0,0.021577024,0.440900389,0.573501694,0.49728788,0.089296633,0.790697674,0.05,1,0,0.975,0,0.5,1,0
0.428571429,0.035284399,0.000959693,0.001147471,0.032894737,0.0078125,0,0,0,0,0.013227513,0.003619055,1,0.07054154,0.002253053,0,0,0,0,0,0.955039668,0.030859207,0.030846271,0.317460317,0.090424873,0.615384615,0.033333333,0.6,0.5,0.875,0,0.5,1,0
0.19047619,0.091456219,0.000959693,0.001087912,0.039473684,0.0078125,0,0,0,0,0.013227513,0.002635489,1,0.120926112,0,0,0,0,0,0,0.278011694,0.027017984,0.026964883,0.482703963,0.125591395,0.660377358,0.033333333,1,0,0.9,0,0.5,1,0
0.333333333,0.050389426,0.000959693,0.001067272,0.0625,0.0078125,0,0,0,0,0.013227513,0.002378653,1,0.044013941,0.001025139,0,0,0,0,0,0.026970185,0.027000283,0.026964998,0.327941176,0.037991152,0.625,0.1,0.5,0.5,0.75,0,0.5,1,0
0.476190476,0.083313665,0.000959693,0.000979021,0.046052632,0,0,0,0,0,0.013227513,0.004333527,1,0.066819657,0,0,0,0,0,0,0.906023167,0.04320017,0.043141178,0.284543082,0.045955306,0.894736842,0.033333333,1,0.5,0.928571429,0.472222222,0.630555556,0.055555556,0
0.380952381,0.026315789,0.000959693,0.001228556,0.023026316,0.0078125,0.043956044,0,0,0,0.013227513,0.004531991,1,0.081898037,0.002858413,0,0,0,0,0,0.0222774,0.755826169,0.129868575,0.475804924,0.048496928,0.714285714,0.1,0.375,0.6,0.7,0.9,0.75,0.8,0
0.333333333,0.023129573,0.000959693,0.001199478,0.019736842,0.0546875,0.010989011,0,0,0,0.013227513,0.008706163,1,0.077218507,0.006403415,0,0,0,0,0,0.021664704,0.305100308,0.02157094,0.461458333,0.193121695,0.533333333,0.1,0.5,0.75,0.9,0,0.5,1,1
0.380952381,0.019353316,0.000959693,0.001282051,0.019736842,0,0.021978022,0,0,0,0.013227513,0.003302179,1,0.086959494,0,0,0,0,0,0,0.030854106,0.382504837,0.03121891,0.56969246,0.098915989,0.8125,0.2,1,0.6,0.666666667,0,0.5,1,1
0.333333333,0.01132877,0.000959693,0.001376518,0.013157895,0.0078125,0,0,0,0,0.013227513,0.008470924,1,0.066697866,0.017312937,0,0,0,0,0,0.992232463,0.021622927,0.021687239,0.437878788,0.168981481,0.7,0.033333333,1,0.6,0.8,0.125,0.5,0.75,1
0.428571429,0.033750295,0.000959693,0.001244065,0.019736842,0,0,0,0,1,0.013227513,0.010146697,1,0.070484259,0.004268943,0,0,0,0,0,0.243647028,0.030914884,0.74227259,0.407121212,0.037814038,0.866666667,0.1,1,0.5,0.875,1,0.75,1,1
0.238095238,0.024427661,0.000959693,0.000861538,0.032894737,0.0234375,0,0,0,0,0.013227513,0.003008652,1,0.056837643,0.001114669,0,0,0,0,0,0.031167323,0.030859833,0.030816767,0.279191919,0.104490962,0.428571429,0.136363636,0.8,0.4,0.866666667,0,0.5,1,0
0.333333333,0.014278971,0.000959693,0.001235103,0.009868421,0.0078125,0,0,0,1,0.013227513,0.009780529,1,0.070509301,0,0,0,0,0,0,0.021578106,0.021603453,0.803548307,0.45047619,0.089378637,0.714285714,0.166666667,0.375,0.875,0.875,0.5,0.7125,0,1
0.476190476,0.026551806,0.000959693,0.001244862,0.006578947,0,0,0,0,1,0.013227513,0.003661861,1,0.078309902,0.005099016,0,0,0,0,0,0.035972614,0.036000649,0.934698734,0.389550265,0.096131688,0.714285714,0.1,0.7,0.6,0.95,0.033333333,0.5,0.933333334,1
0.285714286,0.016757139,0.000959693,0.001230769,0.006578947,0,0.010989011,0,0,0,0.013227513,0.001325041,1,0.074778582,0,0,0,0,0,0,0.043245298,0.044337672,0.043158417,0.518298368,0,1,0.136363636,1,1,1,0.1,0.5,0.8,1
0.476190476,0.031272127,0.000959693,0.001082996,0.016447368,0,0,0,0,0,0.013227513,0.002428269,1,0.074595665,0.003794616,0,0,0,0,0,0.036230395,0.036953759,0.620378624,0.460714286,0.040810623,0.8,0.1,0.75,0.333333333,0.833333333,0.333333333,0.625,0.333333334,0
0.333333333,0.059358036,0.000959693,0.001134679,0.029605263,0.0078125,0.010989011,0,0,1,0.013227513,0.012275602,1,0.054800426,0,0,0,0,0,0,0.02158219,0.021608293,0.662624041,0.477791201,0.107503131,0.62962963,0.136363636,1,0.75,0.9,0,0.5,1,0
0.333333333,0.090748171,0.000959693,0.001078238,0.085526316,0.0078125,0.021978022,0,0,0,0.013227513,0.003483633,1,0.060389401,0,0,0,0,0,0,0.030826013,0.595053606,0.03081675,0.446012476,0.133603043,0.68852459,0.1,1,0,0.9,0,0.5,1,0
0.476190476,0.013924947,0.000959693,0.001424501,0.013157895,0,0.010989011,0,0,0,0.013227513,0.005518086,1,0.093211599,0.007826396,0,0,0,0,0,0.030851172,0.339804605,0.033254569,0.476666667,0.183301945,0.636363636,0.1,0.7,0,0.9,0.375,0.4375,0.25,0
0.285714286,0.060302101,0.000959693,0.001147238,0.049342105,0.0078125,0,0,0,0,0.013227513,0.002035232,1,0.04237857,0.003399146,0,0,0,0,0,0.030823545,0.031524954,0.032565141,0.374432591,0.074074073,0.708333333,0.1,0.7,0.6,0.95,0,0.5,1,0
0.333333333,0.023601605,0.000959693,0.001197982,0.009868421,0.0078125,0,0,0,0,0.013227513,0.00427749,1,0.06266537,0.002727381,0,0,0,0,0,0.522960384,0.036064919,0.27574417,0.345664983,0.054074074,0.8,0.136363636,1,0.4,0.833333333,0.5,0.75,0,0
0.285714286,0.078593344,0.000959693,0.001064491,0.032894737,0.0078125,0,0,0,0,0.013227513,0.004082139,1,0.038510829,0,0,0,0,0,0,0.02158195,0.021606866,0.668421668,0.426379419,0.097430764,0.586206897,0.1,0.8,0.75,0.95,0,0.5,1,0
0.333333333,0.020769412,0.000959693,0.000817644,0.042763158,0.078125,0,0,0,0,0.013227513,0.001545687,1,0.075432974,0.018498755,0,0,0,0,0,0.035962934,0.036015129,0.03596409,0.453646354,0.061447809,0.777777778,0.136363636,0.9,0.6,0.9,1,0.75,1,0
0.380952381,0.067382582,0.000959693,0.001114952,0.039473684,0.0078125,0,0,0,0,0.013227513,0.004088624,1,0.056620944,0,0,0,0,0,0,0.992424388,0.021600724,0.02157094,0.294862915,0.047350325,0.838709677,0.033333333,1,0.5,0.875,0.211111111,0.594444445,0.577777778,1
0.380952381,0.040830776,0.000959693,0.001105528,0.016447368,0,0,0,0,1,0.013227513,0.002821307,1,0.054544143,0.004624689,0,0,0,0,0,0.026975823,0.027028186,0.542086532,0.450437973,0.125026759,0.68,0.0625,0.75,0.5,0.9,0.666666667,0.25,0.333333334,0
0.238095238,0.063488317,0.000959693,0.001194515,0.046052632,0.0078125,0,0,0,0,0.013227513,0.006089352,1,0.038319551,0,0,0,0,0,0,0.982632825,0.024004716,0.023974323,0.44275486,0.110560376,0.694444444,0.033333333,0.6,0.5,0.9,0,0.5,1,0
0.380952381,0.042954921,0.000959693,0.000955159,0.023026316,0.0078125,0,0,0,0,0.013227513,0.005449597,1,0.063892555,0.001739199,0,0,0,0,0,0.906109182,0.04320195,0.043141336,0.388372093,0.103988603,0.695652174,0.25,1,0.8,0.95,0,0.5,1,0
0.285714286,0.029029974,0.000959693,0.001203008,0.013157895,0,0,0,0,1,0.013227513,0.005524313,1,0.055402817,0.004861852,0,0,0,0,0,0.265582749,0.030874889,0.572359597,0.357653458,0.087925326,0.636363636,0.1,0.5,0.8125,0.9,0,0.5,1,1
0.428571429,0.046259146,0.000959693,0.00101473,0.026315789,0.078125,0,0,0,1,0.013227513,0.010234533,1,0.048888059,0.004387525,0,0,0,0,0,0.027146045,0.294423095,0.56634371,0.411069264,0.110355252,0.703703704,0.1,1,0.6,0.95,0.8,0.7,0.6,0
0.428571429,0.170639603,0.000959693,0.000772224,0.009868421,0.0859375,0,0,0,1,0.013227513,0.009628438,1,0.062871413,0.001185818,0,0,0,0,0,0.027048559,0.027045509,0.970510959,0.506825834,0.10470775,0.611111111,0.1,1,0.3,0.95,1,0.75,1,1
0.428571429,0.058886004,0.000959693,0.001122929,0.009868421,0.0078125,0,0,0,0,0.013227513,0.005203851,1,0.051649493,0.001422981,0,0,0,0,0,0.026969203,0.026999469,0.026964458,0.379852092,0.054182438,0.705882353,0.05,0.8,0.7,0.9,0,0.5,1,0
0.333333333,0.1338211,0.000959693,0.000931953,0.019736842,0.0078125,0.010989011,0,0,1,0.013227513,0.00835418,1,0.047621651,0.01060121,0,0,0,0,0,0.035961415,0.036003447,0.756905802,0.431000737,0.128747796,0.630136986,0.083333333,1,0.3,0.95,0,0.5,1,0
0.428571429,0.088624026,0.000959693,0.00098003,0.009868421,0.0078125,0.010989011,0,0,0,0.013227513,0.003751365,1,0.061747349,0,0,0,0,0,0,0.642250204,0.03600122,0.328540676,0.356273914,0.086403314,0.781818182,0.033333333,1,0.6,0.875,0.55,0.75,0.1,1
0.476190476,0.066438518,0.000959693,0.00100991,0.026315789,0.0078125,0.021978022,0,0,1,0.013227513,0.015942522,1,0.098200387,0.011581485,0,0,0,0,0,0.043673006,0.32954738,0.403570661,0.445193001,0.076837048,0.714285714,0.1,0.75,0.75,0.975,0,0.5,1,1
0.428571429,0.074345055,0.000959693,0.001079219,0.029605263,0.0078125,0,0,0,0,0.013227513,0.003945938,1,0.057651306,0,0,0,0,0,0,0.366035808,0.024591867,0.024363329,0.446926808,0.145914168,0.638297872,0.05,0.8,0.5,0.9,0,0.5,1,1
0.333333333,0.046495162,0.000959693,0.001153846,0.016447368,0,0.010989011,0,0,0,0.013227513,0.001914597,1,0.061061202,0.004861852,0,0,0,0,0,0.593211526,0.053998955,0.053934775,0.378379416,0.013724384,0.928571429,0.1,0.6,0.8,0.8,0,0.5,1,0
0.476190476,0.044961057,0.000959693,0.001074992,0.046052632,0.0078125,0.010989011,0,0,0,0.013227513,0.035805298,1,0.084884967,0.002751097,0,0,0,0,0,0.035958727,0.329191832,0.035951076,0.408348365,0.170312044,0.555555556,0.033333333,0.8,0.2,0.9875,0.334415584,0.516233766,0.331168832,0
0.285714286,0.061010149,0.000959693,0.001210407,0.019736842,0.0078125,0,0,0,0,0.013227513,0.01762441,1,0.037720428,0.004624689,0,0,0,0,0,0.021583173,0.430137052,0.02157432,0.407616342,0.209184041,0.6,0.1,1,0.6,0.928571429,0.366666667,0.4625,0.266666666,1
0.476190476,0.013570923,0.000959693,0.001356275,0.016447368,0.0078125,0.010989011,0,0,0,0.013227513,0.001371739,1,0.07730495,0.011858176,0,0,0,0,0,0.053941369,0.056497401,0.053926371,0.498935786,0.23510467,0.642857143,0.136363636,0.7,0.3,0.844444444,0.296296296,0.474074074,0.407407408,0
0.238095238,0.053339627,0.000959693,0.001061755,0.036184211,0.0078125,0.076923077,0,0,0,0.013227513,0.003496474,1,0.070881336,0.027392387,0,0,0,0,0,0.021617305,0.021603012,0.021572125,0.422916667,0.095706325,0.652173913,0.136363636,1,0,0.875,0.3,0.625,0.4,0
0.285714286,0.050625443,0.000959693,0.001075766,0.032894737,0.0078125,0,0,0,0,0.013227513,0.003165052,1,0.055482223,0,0,0,0,0,0,0.021795312,0.021601931,0.021863751,0.34508547,0.063023398,0.761904762,0.05,1,0.7,0.9,0.6875,0.5,0.375,1
0.428571429,0.127920699,0.000959693,0.000902392,0.016447368,0.0078125,0,0,0,0,0.013227513,0.006859861,1,0.041658617,0,0,0,0,0,0,0.709541491,0.030863847,0.099567213,0.347362236,0.074825746,0.814814815,0.1,0.8,0.2,0.95,0.1,0.55,0.8,0
0.333333333,0.021359452,0.000959693,0.001137124,0.013157895,0.0078125,0,0,0,0,0.013227513,0.003619055,1,0.066478679,0.004150362,0,0,0,0,0,0.233165319,0.514311036,0.036738352,0.499166667,0.059750359,0.75,0.136363636,0.5,0.5,0.85,0,0.5,1,1
